union,company,address,election_date,outcome,elig_voter,fst_votes,votes_no,challenged,latitude,longitude
UFCW,SAV-ON DRUGS,"13303 SOUTH ST, CERRITOS, CA 907037389",5/6/94,Won,22,11,9,1,33.8598654,-118.0484682
IBT,"TANIMURA DISTRIBUTING, INC.","1700 BAY ST, LOS ANGELES, CA 900211654",5/19/94,Lost,44,3,34,2,34.031209,-118.2359416
IBT,"PARAMOUNT RED-MIX, INC.","7277 ROSECRANS AVE, PARAMOUNT, CA 907232501",5/20/94,Lost,16,7,7,0,33.904125,-118.1511078
IBT,"MODERN COVERALL-UNIFORM SUPPLY, INC.","16434 PIONEER BLVD, NORWALK, CA 906507051",6/1/94,Lost,12,1,11,0,33.8813697,-118.0818615
PAT,SCHAEFER'S PARKING LOT SERVICE,"7202 PETTERSON LN, PARAMOUNT, CA 907232022",6/1/94,Lost,17,1,14,0,33.9066722,-118.1732017
UBC,"EDEY MANUFACTURING COMPANY, INC.","2159 E 92ND ST, LOS ANGELES, CA 900022509",6/3/94,Lost,18,6,10,0,33.9535416,-118.23379
SMW,"CARR PATTERN CO., INC.","5224 TWEEDY BLVD, SOUTH GATE, CA 902805333",6/3/94,Lost,19,8,11,0,33.943875,-118.1990681
UAW,"YOPLAIT USA, GENERAL MILL","1055 SANDHILL AVE, CARSON, CA 907461312",6/9/94,Lost,143,39,79,14,33.8794112,-118.2550378
LOCAL,"UNITED COURIERS, INC.","3233 SKYWAY DR, SANTA MARIA, CA 93455",6/14/94,Won,12,8,0,0,34.8998971,-120.4476945
IBT,BERLIN TIRE CO.,"1530 S ALAMEDA ST, LOS ANGELES, CA 900212836",6/24/94,Won,6,5,0,1,34.0226344,-118.2393803
SEIU,"EMERGENCY SERVICE, INC.-911","625 S MCCLELLAND ST STE B, SANTA MARIA, CA 934545120",6/24/94,Won,73,41,0,0,34.9460646,-120.4347729
CWA,CENTURY SOUTHWEST CABLE TELEVISION,"2939 NEBRASKA AVE, SANTA MONICA, CA 904044108",6/30/94,Lost,153,40,87,5,34.0313284,-118.4644063
IBT,EL CABALLERO COUNTRY CLUB,"18300 TARZANA DR, TARZANA, CA 913564200",6/30/94,Won,82,54,26,1,34.1601064,-118.5328453
IBT,ASSOCIATED READY MIX,"6851 E AVE, LITTLEROCK, CA 93543",7/1/94,Lost,15,4,9,1,34.5434972,-118.0062117
SMW,B.T.U. HEATING & AIRCONDITIONING,"16255 E BENWOOD ST, COVINA, CA 917222313",7/8/94,Won,5,3,0,2,34.097801,-117.9273945
OPEIU,INT'L LADIES GARMENT WORKERS UNION,"675 S PARK VIEW ST, LOS ANGELES, CA 900573306",7/14/94,Won,6,4,0,0,34.0589117,-118.2803895
AFSCME,VENCOR HOSPITAL,"5525 W SLAUSON AVE, LOS ANGELES, CA 900561067",7/15/94,Won,71,34,23,3,33.9901823,-118.378426
IUOE,"ASAHI SURVEYING, INC.","12631 IMPERIAL HWY, SANTA FE SPRINGS, CA 906704710",7/22/94,Won,9,4,2,1,33.9187341,-118.0628378
UBC,"MIKASA, INC.","20633 S FORDYCE AVE, CARSON, CA 908101019",7/22/94,Lost,60,18,40,0,33.8443336,-118.2245559
IBT,"ICARIAN FITNESS EQUIPMENT, INC.","13811 DEL SUR ST, SAN FERNANDO, CA 913403440",7/28/94,Lost,47,19,25,0,34.2765628,-118.4341137
IBT,CALIFORNIA WHOLESALE PRODUCE CO.,"6818 WATCHER ST, LOS ANGELES, CA 900403715",8/15/94,Won,20,9,4,1,33.9752667,-118.1366805
UFCW,"THRIFTY DRUG, INC.","PO BOX 92333, LOS ANGELES, CA 900092333",9/9/94,Won,10,9,0,1,34.2636333,-116.9734685
UFCW,TRUE VALUE FOOD WAREHOUSE,"831 N HACIENDA BLVD, LA PUENTE, CA 917442809",9/9/94,Lost,43,3,31,3,34.034489,-117.9519276
IBT,"VICORP. RESTAURANTS, INC.","12865 ANN ST, SANTA FE SPRINGS, CA 906703025",9/16/94,Lost,109,32,70,0,33.9527428,-118.0507241
IBT,BRAEMAR COUNTRY CLUB,"4001 RESEDA BLVD, TARZANA, CA 913565330",9/23/94,Won,24,19,2,3,34.1432496,-118.5416991
LOCAL,UNITED TEACHERS OF LOS ANGELES,"2511 W 3RD ST, LOS ANGELES, CA 900571971",9/27/94,Won,19,18,0,0,34.0653539,-118.277071
IBT,"FOOTHILL TRUCKS, INC.","6444 SAN FERNANDO RD, GLENDALE, CA 912012124",10/1/94,Won,15,8,4,2,34.1673669,-118.2898102
IBT,ACE PARKING,"6101 W 98TH ST, LOS ANGELES, CA 900455305",10/11/94,Lost,100,20,58,0,33.9483617,-118.3903856
IBT,"PEP BOYS, MANNY MOE & JACK","2640 E 45TH ST, LOS ANGELES, CA 900582202",10/21/94,Lost,215,59,121,15,34.0027725,-118.2405791
UFCW,PACIFIC FRESH FISH COMPANY,"700 E 6TH ST, LOS ANGELES, CA 900211014",11/2/94,Won,11,10,1,0,34.040821,-118.2434798
IBT,"OGDEN GROUND SERVICE, INC.","6951 WORLD WAY W, LOS ANGELES, CA 900455833",11/3/94,Won,65,22,13,1,33.9415889,-118.40853
SIU,PLASTICS RESEARCH CORPORATION,"13538 EXCELSIOR DR, SANTA FE SPRINGS, CA 906705616",11/3/94,Won,48,32,12,2,33.8944877,-118.0428515
IBT,"DSC LOGISTICS, INC.","825 VAIL ST, MONTEBELLO, CA 90640",11/4/94,Won,111,63,43,0,34.0020916,-118.1258004
UIWOA,HOLIDAY INN CONVENTION & WORLD TRADE,"500 E 1ST ST, LONG BEACH, CA 908025024",11/4/94,Lost,57,9,43,1,33.7677694,-118.1858612
IBT,PEPSI-COLA COMPANY,"19700 FIGUEROA ST, CARSON, CA 907451098",11/10/94,Lost,14,4,10,0,33.8517408,-118.2824448
SMW,"PACIFIC STEEL PRODUCTS, INC.","13730 ROSECRANS AVE, SANTA FE SPRINGS, CA 906705027",11/16/94,Won,18,15,2,0,33.9020631,-118.0388265
LIUNA,ORE-CAL CORP.,"634 CROCKER ST, LOS ANGELES, CA 900211085",11/18/94,Won,109,89,14,3,34.0408857,-118.2448592
IBT,"RYDER DEDICATED LOGISTICS, INC.","14141 ALONDRA BLVD, SANTA FE SPRINGS, CA 906705804",11/28/94,Won,45,22,16,1,33.8883,-118.0303072
IBT,UNIVERSITY OF SOUTHERN CALIFORNIA,"3667 MCCLINTOCK AVE, LOS ANGELES, CA 900074011",12/1/94,Lost,182,50,122,0,34.0208561,-118.2899733
LOCAL,CREST RIDGE ROOFING CO.,"24564 HAWTHORNE BLVD, TORRANCE, CA 905056807",12/2/94,Lost,9,0,9,0,33.7986324,-118.3503575
IBT,"SAMCO SCIENTIFIC, INC.","1050 ARROYO ST, SAN FERNANDO, CA 913401822",12/2/94,Lost,427,142,225,8,34.2884326,-118.4189573
UPIU,"SARGENT-FLETCHER, INC.","9400 FLAIR DR, EL MONTE, CA 917312909",12/8/94,Lost,48,12,35,0,34.0713182,-118.0630664
IBT,OVERNITE TRANSPORTATION COMPANY,"2747 VAIL AVE, LOS ANGELES, CA 900402611",12/13/94,Lost,176,50,112,2,33.9941892,-118.1300746
GCIU,"SAN GABRIEL VALLEY TRIBUNE, INC.","1210 N AZUSA CANYON RD #RO, WEST COVINA, CA 917901096",12/13/94,Won,4,3,1,0,34.0920096,-117.941559
ILWU,"TOTAL TERMINALS, INC.","1521 PIER C ST, LONG BEACH, CA 908136003",12/15/94,Won,5,3,1,1,33.7738269,-118.2090377
IAM,"LAIDLAW TRANSIT, INC.","1600 LINCOLN AVE, PASADENA, CA 911031349",12/15/94,Won,11,9,2,0,34.1743412,-118.1591244
UFCW,HOWIES RANCH MARKET,"14 E SIERRA MADRE BLVD, SIERRA MADRE, CA 910242567",12/29/94,Won,20,12,8,0,34.1617106,-118.0521817
IBT,"LAIDLAW TRANSIT, INC.-MEDI-RIDE","1427 S GLENDALE AVE, GLENDALE, CA 912053313",12/29/94,Lost,41,9,29,0,34.1278622,-118.2531254
IATSE,ENTERTAINMENT TELEVISION,"5670 WILSHIRE BLVD, LOS ANGELES, CA 900365679",1/6/95,Won,11,10,0,0,34.0620099,-118.3521801
UFCW,"THRIFTY PAYLESS, INC.","3548 PECK RD, EL MONTE, CA 917313526",1/6/95,Lost,17,6,10,1,34.0719635,-118.0224987
SEIU,LOS ANGELES COUNTY REGIONAL CENTER,"8353 SEPULVEDA BLVD, NORTH HILLS, CA 913436512",1/11/95,Won,92,61,23,1,34.2228372,-118.4685403
IBT,DAVE EL LIVERY,"5223 W IMPERIAL HWY, LOS ANGELES, CA 900456231",1/13/95,Lost,48,16,25,0,33.9319851,-118.3702661
IBT,GOLDEN STATE TRANSPORTATION,"1901 BLAKE AVE, LOS ANGELES, CA 900393807",1/18/95,Won,41,22,14,1,34.0985947,-118.243457
UAW,"CHIEF AUTO PARTS, INC.","16069 SHOEMAKER AVE, CERRITOS, CA 907032234",1/20/95,Lost,149,67,71,4,33.8861387,-118.0568467
USW,"BARKSDALE, INC.","3211 FRUITLAND AVE, LOS ANGELES, CA 900583757",1/26/95,Won,91,48,43,0,33.9970484,-118.2103549
UFCW,"SAV-ON DRUGS, INC.","4141 WOODRUFF AVE, LAKEWOOD, CA 907133140",1/27/95,Lost,24,9,14,0,33.8340637,-118.1178456
IBT,NORMANDIE CASINO,"1045 W ROSECRANS AVE, GARDENA, CA 902472601",2/3/95,Won,193,83,45,0,33.9017219,-118.2884167
UFCW,"CARGILL, INCORPORATED","2750 JEWEL AVE, LOS ANGELES, CA 900581224",2/16/95,Lost,26,7,17,1,34.0125868,-118.2226004
UFCW,AMERICAN DRUG STORES - SAVON,"300 S DIAMOND BAR BLVD, DIAMOND BAR, CA 917651607",2/24/95,Lost,41,16,20,1,34.0205517,-117.808709
AFT,MCKINLEY CHILDREN'S CENTER,"762 W CYPRESS AVE, SAN DIMAS, CA 917733505",3/1/95,Won,91,46,38,1,34.0938145,-117.8213889
IBT,"TOYOTA MOTOR DISTRIBUTORS, INC.","19001 S WESTERN AVE, TORRANCE, CA 905011150",3/6/95,Won,120,66,47,0,33.8567804,-118.3109892
IBT,"COSBY OIL COMPANY, INC.","12902 PARK ST, SANTA FE SPRINGS, CA 906704097",3/9/95,Won,43,22,18,1,33.9403899,-118.0578652
SIU,"PASS & SEYMOUR, INC.","16200A CARMENITA RD, CERRITOS, CA 907032213",3/16/95,Lost,5,2,3,0,33.8856344,-118.0458701
IBT,"MILT GUGGIA ENTERPRISES, INC.","123 N RUSSELL AVE, SANTA MARIA, CA 934584207",3/16/95,Won,74,43,20,4,34.954282,-120.452044
GMP M,OWENS-BROCKWAY PLASTICS & CLOSURES,"16050 CANARY AVE, LA MIRADA, CA 906385507",4/11/95,Lost,158,42,97,0,33.8858559,-118.0228172
IBT,DYNAIR CORPORATION,"7007 W IMPERIAL HWY, LOS ANGELES, CA 900456313",4/14/95,Won,35,14,13,0,33.9319665,-118.4144639
IBT,CONTINENTAL GRAPHICS-CENTRAL CITY REPRO,"2016 RIVERSIDE DR, LOS ANGELES, CA 900393754",4/19/95,Won,31,19,12,0,34.0992028,-118.2498954
BCTW,"PACIFIC MULTIGRAIN FOODS, INC.","16932 VALLEY VIEW AVE, LA MIRADA, CA 906385826",4/20/95,Won,107,80,15,2,33.8767439,-118.0272084
IATSE,HOUSE OF BLUES LOS ANGELES RESTAURANT,"8430 W SUNSET BLVD, WEST HOLLYWOOD, CA 900691910",4/21/95,Lost,16,5,11,0,34.0949151,-118.3735258
IBEW,"CEILINGS PLUS, INC.","5936 SHULL ST, BELL GARDENS, CA 902016235",4/21/95,Lost,15,0,12,0,33.9542689,-118.160757
IBT,MORGAN LINEN,"905 YALE ST, LOS ANGELES, CA 900121724",4/27/95,Won,6,4,1,1,34.0661136,-118.2396422
IBT,MORGAN LINEN,"905 YALE ST, LOS ANGELES, CA 900121724",4/27/95,Won,13,7,5,1,34.0661136,-118.2396422
IBT,"NIKABAR, INC. / GOLD STAR FOODS","2315 E 55TH ST, LOS ANGELES, CA 900583435",5/3/95,Lost,65,25,37,0,33.9933559,-118.2316788
IBT,"EXEL LOGISTIC, INC.","13012 MIDWAY PL, CERRITOS, CA 907032231",5/5/95,Lost,20,1,12,0,33.884773,-118.053966
UFCW,"DAY-LEE FOODS, INC.","13055 MOLETTE ST, SANTA FE SPRINGS, CA 906705593",5/18/95,Won,139,75,57,4,33.8916295,-118.0531975
IBT,C. OLIVER & SONS,"13949 STAGE RD, SANTA FE SPRINGS, CA 906705215",6/5/95,Lost,11,1,7,0,33.9013312,-118.0345499
SMW,"ALLIED MECHANICAL AIR SYSTEMS, INC.","13111 BROOKS DR STE K, BALDWIN PARK, CA 917067901",6/12/95,Won,5,2,0,0,34.0990469,-117.9832194
SEIU,APT AMBULANCE SERVICE,"3773 CRENSHAW BLVD, LOS ANGELES, CA 900165850",6/15/95,Won,62,29,28,0,34.0177921,-118.3354596
IUOE,"PACIFIC MULTIGRAIN FOODS, INC.","16932 VALLEY VIEW AVE, LA MIRADA, CA 906385826",6/15/95,Won,12,6,4,0,33.8767439,-118.0272084
OPEIU,SONY PICTURES RELEASING,"10202 WASHINGTON BLVD, CULVER CITY, CA 902323195",6/16/95,Lost,19,8,10,0,34.0176952,-118.4010602
IBT,CONSOLIDATED LUMBER & TRUSS CO,"1325 W BETTERAVIA RD, SANTA MARIA, CA 934551094",6/22/84,Lost,34,13,18,0,34.9218849,-120.4582209
IBT,"CONOCO, INC","1660 SINTON RD, SANTA MARIA, CA 934589708",9/5/84,Lost,6,1,5,0,34.9264996,-120.5120182
IBT,FRONTIER COOLING,"2600 BONITA LATERAL RD, SANTA MARIA, CA 934589703",9/21/84,Lost,23,6,14,2,34.9618739,-120.5073983
IBT,FAMILIAN PIPE & SUPPLY,"1209 W BETTERAVIA RD, SANTA MARIA, CA 934551033",9/28/84,Lost,10,3,5,2,34.9210262,-120.4548441
LOCAL,KCOY-TV,"1503 N MCCLELLAND ST, SANTA MARIA, CA 934542209",12/28/84,Lost,2,0,2,0,34.9668709,-120.4337376
IBT,VALLEY VAN & STORAGE,"504 S WESTERN AVE, SANTA MARIA, CA 934585444",3/15/85,Lost,12,3,9,0,34.9485241,-120.4489502
HERE,SWISS CHALET,"516 S BROADWAY, SANTA MARIA, CA 934545109",4/19/85,Lost,10,5,5,0,34.9477144,-120.435546
HERE,SHAW'S RESTAURANT,"714 S BROADWAY, SANTA MARIA, CA 934545113",4/23/85,Lost,18,4,11,2,34.9453968,-120.435493
HERE,SHARIS RESTAURANT,"305 E BETTERAVIA RD, SANTA MARIA, CA 934547805",10/11/85,Lost,42,3,31,4,34.9223002,-120.4324098
IBT,FAMILIAN PIPE & SUPPLY CO.,"1209 W BETTERAVIA RD, SANTA MARIA, CA 934551033",12/20/85,Won,6,4,2,0,34.9210262,-120.4548441
UFCW,"FRONTIER COOLING, INC.","2600 BONITA LATERAL RD, SANTA MARIA, CA 934589703",1/24/86,Lost,21,4,17,0,34.9618739,-120.5073983
LOCAL,NISHINO & TANIGUCHI,"415 S RUSSELL AVE, SANTA MARIA, CA 934585433",3/31/86,Lost,5,0,5,0,34.9489338,-120.4522805
LOCAL,"ARMORED TRANSPORT CO., INC.","3249 SKYWAY DR, SANTA MARIA, CA 934551823",6/25/86,Won,4,2,1,0,34.8988828,-120.4475815
IBT,"CONOCO, INC.","1660 SINTON RD, SANTA MARIA, CA 934589708",7/14/86,Lost,22,7,15,0,34.9264996,-120.5120182
IBT,ALTABON FOODS,"732 HANSON WAY, SANTA MARIA, CA 934589710",8/21/86,Lost,357,60,237,7,34.9444399,-120.4597693
HERE,SHAWS RESTAURANT,"714 S BROADWAY, SANTA MARIA, CA 934545113",8/28/86,Lost,20,4,13,3,34.9453968,-120.435493
LOCAL,"COAST ROCK PRODUCTS, INC.","1625 E DONOVAN RD, SANTA MARIA, CA 934542500",11/3/86,Won,18,15,1,0,34.9678792,-120.4102401
IUOE,UNION READY MIX & SAN LUIS READY MIX,"1625 E DONOVAN RD, SANTA MARIA, CA 934542500",11/4/86,Lost,16,1,13,0,34.9678792,-120.4102401
IBEW,COMCAST CABLE COMMUNICATIONS,"309 W MAIN ST, SANTA MARIA, CA 934585028",4/15/87,Lost,19,4,12,0,34.9533986,-120.4394313
HERE,PAPPY'S RESTAURANTS,"1213 S BROADWAY, SANTA MARIA, CA 934546609",5/14/87,Lost,50,16,28,0,34.9387169,-120.436413
IBT,"COCHIOLO TRUCKING, INC.","1601 E DONOVAN RD, SANTA MARIA, CA 934542582",7/16/87,Won,7,4,3,0,34.9678539,-120.4104651
IBT,RENFROW AIRPORT AUTO CENTER,"3596 SKYWAY DR, SANTA MARIA, CA 934552502",2/4/88,Lost,17,8,9,0,34.8952802,-120.4382836
IUOE,"MC GRAY CONSTRUCTION CO., INC.","PO BOX 646, SANTA MARIA, CA 934560646",8/25/88,Lost,7,2,3,0,34.9530337,-120.4357191
UFCW,"OSCO DRUG, INC.","1472 S BROADWAY, SANTA MARIA, CA 934546914",8/26/88,Won,32,17,12,3,34.9350538,-120.4359397
HERE,QUITO'S,"715 S BROADWAY, SANTA MARIA, CA 934545112",12/6/88,Lost,9,1,7,0,34.9453011,-120.4361877
IBEW,CONSERVATIVE ELECTRIC,"312 OAK ST, SANTA MARIA, CA 934545146",3/20/89,Won,10,6,2,2,34.9449242,-120.4327426
OCAW,CONOCO INC.,"1660 SINTON RD, SANTA MARIA, CA 934589708",6/13/89,Lost,27,4,17,1,34.9264996,-120.5120182
UFCW,"CONSOLIDATED LUMBER & TRUST CO., INC.","PO BOX 219, SANTA MARIA, CA 934560219",6/16/89,Won,37,32,3,0,34.9530337,-120.4357191
IBEW,"CENTRAL ELECTRIC, INC.","1911 N BROADWAY, SANTA MARIA, CA 934541101",5/4/90,Won,5,3,2,0,34.9754766,-120.4362582
UFCW,CONSOLIDATED LUMBER & TRUSS CO.,"1325 W BETTERAVIA RD, SANTA MARIA, CA 934551094",10/19/90,Lost,27,2,18,0,34.9218849,-120.4582209
LOCAL,"SANTA MARIA VOLKSWAGEN, ISUZU & BMW","3475 ORCUTT RD, SANTA MARIA, CA 934552600",2/13/91,Lost,5,0,5,0,34.8970662,-120.4373384
HERE,RUDY RODRIQUEZ,"715 S BROADWAY, SANTA MARIA, CA 934545112",9/25/91,Lost,22,5,12,0,34.9453011,-120.4361877
IBT,"B.W. PROVISIONS, INC.","2350 E 48TH ST, LOS ANGELES, CA 900582035",6/28/95,Won,31,24,4,2,34.0000877,-118.2330551
IBT,"EASTMAN, INC.","3366 E WILLOW ST, SIGNAL HILL, CA 908062311",7/14/95,Lost,98,16,81,0,33.8020449,-118.1519669
USW,"GNB TECHNOLOGIES, INC.","5909 RANDOLPH ST, LOS ANGELES, CA 900403416",7/21/95,Lost,17,0,16,0,33.9792192,-118.1595357
SEIU,APT TRANSPORTATION NON-EMERGENCY,"3773 CRENSHAW BLVD, LOS ANGELES, CA 900165850",7/28/95,Won,59,40,4,2,34.0177921,-118.3354596
LIUNA,CALIFORNIA DRILLING & BLASTING CO.,"4144 ARDEN DR, EL MONTE, CA 917311902",8/3/95,Won,13,6,0,0,34.0818551,-118.0448411
ILWU,"SOLA OPTICAL U.S.A., INC.","20444 TILLMAN AVE, CARSON, CA 907463516",8/10/95,Lost,14,6,8,0,33.8453193,-118.2531191
IBT,AMPCO SYSTEM PARKING,"251 WORLD WAY, LOS ANGELES, CA 900455807",8/16/95,Won,12,11,0,0,33.9447111,-118.4037513
IBT,"VIKING OFFICE PRODUCTS, INC.","13809 S FIGUEROA ST, LOS ANGELES, CA 900611000",8/18/95,Lost,47,22,24,0,33.9066305,-118.283541
LOCAL,GENERAL SECURITY SERVICES CORP.,"888 S FIGUEROA ST, LOS ANGELES, CA 900175449",8/29/95,Won,29,21,2,0,33.7808185,-118.2794531
SEIU,HOLLYWOOD COMMUNITY HOSPITAL,"6425 DE LONGPRE AVE, LOS ANGELES, CA 900288150",9/1/95,Lost,66,13,36,11,34.0961675,-118.3295433
UFCW,"RANDALL FOODS, INC.","2905 E 50TH ST, LOS ANGELES, CA 900582919",9/6/95,Lost,145,31,102,12,33.9992119,-118.2171175
IBT,NORMANDIE CASINO,"1045 W ROSECRANS AVE, GARDENA, CA 902472601",9/9/95,Lost,522,113,350,26,33.9017219,-118.2884167
ILWU,GOLDEN WEST REFINING COMPANY,"13539 FOSTER RD, SANTA FE SPRINGS, CA 906704848",9/13/95,Lost,27,13,13,0,33.9097009,-118.0438137
SMW,"WHITE METAL PRODUCTS, INC.","5601 LEEDS ST, SOUTH GATE, CA 902807480",9/14/95,Won,14,9,5,0,33.9317772,-118.1720591
ILWU,MARINE TERMINAL/EVERGREEN TERMINAL,"582 TUNA ST, SAN PEDRO, CA 907317435",9/14/95,Won,5,5,0,0,33.7397532,-118.2690555
IBT,"A.S.A. PRODUCE CO., INC.","1400 E OLYMPIC BLVD, LOS ANGELES, CA 900211937",9/15/95,Lost,26,8,12,1,34.0307266,-118.2433428
IBT,"SUNRISE PRODUCDE, INC.","1400 GOODRICH BLVD, LOS ANGELES, CA 900225111",9/21/95,Lost,24,1,17,1,34.0115695,-118.1577074
LDC,CONTINENTAL COLORS CORPORATION,"1441 E ADAMS BLVD, LOS ANGELES, CA 900111843",9/29/95,Lost,73,3,55,1,34.0153723,-118.2474664
LOCAL,"SECTRAN SECURITY, INC.","7633 INDUSTRY AVE, PICO RIVERA, CA 906604301",9/29/95,Won,95,50,35,2,33.9790257,-118.1130908
ILWU,"AIR PRODUCTS & CHEMICALS, INC.","3305 E 26TH ST, LOS ANGELES, CA 900234501",10/5/95,Won,21,12,9,0,34.0132802,-118.212731
IBT,WEBER DISTRIBUTION WAREHOUSE,"4199 BANDINI BLVD, LOS ANGELES, CA 900234608",10/6/95,Won,18,11,6,1,34.0035409,-118.1877806
PAT,"RELIABLE GLASS COMPANY, INC.","2333 PONTIUS AVE, LOS ANGELES, CA 900641862",10/12/95,Won,7,6,1,0,34.0372665,-118.4368007
IBT,"D & D WHOLESALE DISTRIBUTORS, INC.","5716 1/2 N VISTA ST, SAN GABRIEL, CA 917753069",10/26/95,Lost,26,4,20,1,34.1177896,-118.0836736
IBT,LAIDLAW TRANSIT-EMBREE BUS SERVICE,"1600 LINCOLN AVE, PASADENA, CA 911031349",11/2/95,Lost,177,25,127,0,34.1743412,-118.1591244
IBT,S & O AUTOMOTIVE & TOWING,"1137 N HACIENDA BLVD, LA PUENTE, CA 917442022",11/3/95,Lost,13,1,8,2,34.0407792,-117.9499501
UFCW,"SEARS, ROEBUCK AND CO.","302 COLORADO AVE, SANTA MONICA, CA 904012376",11/9/95,Lost,202,75,102,4,34.0133851,-118.4920217
IBT,"MONTGOMERY TANK LINES, INC.","21119 S WILMINGTON AVE, CARSON, CA 908101235",11/9/95,Lost,18,4,9,0,33.8375143,-118.2386828
CWA,AMERICAN AUTO SERVICE,"11247 BURBANK BLVD, NORTH HOLLYWOOD, CA 916012466",11/22/95,Lost,83,30,46,1,34.1725771,-118.3761207
PAT,"STERNDAHL ENTERPRISES, INC.","1621 1ST ST, SAN FERNANDO, CA 913402709",11/28/95,Lost,26,2,22,0,34.2884864,-118.4440232
IBT,ALHAMBRA FOUNDRY COMPANY,"1147 S MERIDIAN AVE, ALHAMBRA, CA 918031218",11/28/95,Won,4,4,0,0,34.0806457,-118.1539628
ILWU,ROYAL BARGE & TUG CO.,"3600 WILSHIRE BLVD, LOS ANGELES, CA 900102603",12/14/95,Won,11,7,0,0,34.0605163,-118.3036379
IBT,GOODYEAR TIRE COMPANY,"6666 E WASHINGTON BLVD, LOS ANGELES, CA 900401869",12/15/95,Lost,16,5,9,0,33.9994806,-118.1343948
IBT,POMONA VALLEY MEDICAL CENTER,"1798 N GAREY AVE, POMONA, CA 917672918",1/18/96,Lost,38,5,32,0,34.0775989,-117.750911
LOCAL,GENERAL SECURITY SERVICES CORPORATION,"312 N SPRING ST, LOS ANGELES, CA 900124701",1/25/96,Won,90,52,29,1,34.0549083,-118.2412848
GMP M,"HITCO TECHNOLOGIES, INC.","1600 W 135TH ST, GARDENA, CA 902492506",1/25/96,Won,183,103,69,0,33.9077946,-118.304276
UPIU,ALUMINUM BODY CORPORATION,"1600 W WASHINGTON BLVD, LOS ANGELES, CA 900071115",1/26/96,Lost,27,9,17,1,34.0397963,-118.2917611
IBT,AMPCO SYSTEM PARKING,"251 WORLD WAY, LOS ANGELES, CA 900455807",1/26/96,Won,82,69,0,3,33.9447111,-118.4037513
IATSE,SCENIC EXPRESSION,"3019 ANDRITA ST, LOS ANGELES, CA 900652314",1/26/96,Won,14,8,2,4,34.1161513,-118.2462622
UFCW,AZUSA RANCH MARKET,"150 W 9TH ST, AZUSA, CA 917022410",1/26/96,Won,50,22,14,6,34.1372134,-117.9081475
ILWU,"MITSUI O.S.K. LINES AMERICA, INC.","111 W OCEAN BLVD, LONG BEACH, CA 908024632",2/1/96,Lost,54,20,27,5,33.7672811,-118.1930002
IBT,"DURHAM TRANSPORTATION, INC.","2713 RIVER AVE, ROSEMEAD, CA 917703303",2/2/96,Lost,181,53,117,4,34.0611775,-118.0734474
IBT,D & D BAKERY DISTRIBUTOR,"430 LECOUVREUR AVE, WILMINGTON, CA 907446036",2/13/96,Won,9,5,3,0,33.7755587,-118.2549921
IBT,"MICHAEL ALAN DESIGNS, INC.","4871 S SANTA FE AVE, LOS ANGELES, CA 900582141",2/16/96,Lost,404,77,276,24,33.9992292,-118.2304775
IBT,DENTAL PLUS,"310 S LAKE AVE, PASADENA, CA 911013537",2/20/96,Lost,33,7,24,1,34.1403766,-118.1318761
IBT,MAYFLOWER-LAIDLAW,"1242 LOS ANGELES ST, GLENDALE, CA 912042404",2/23/96,Won,41,26,13,2,34.1309008,-118.262896
IBT,"GLOBAL STRAPPING SYSTEMS, INC.","14539 MARQUARDT AVE, SANTA FE SPRINGS, CA 906705137",2/27/96,Won,10,7,3,0,33.8990147,-118.0383496
IBT,LA SALSA,"5735 W ADAMS BLVD, LOS ANGELES, CA 900162440",2/29/96,Won,6,4,2,0,34.0327494,-118.3680634
ILWU,MCKESSON DRUG COMPANY,"9501 NORWALK BLVD, SANTA FE SPRINGS, CA 906702929",2/29/96,Won,75,41,32,0,33.9537981,-118.0740419
UFCW,LOCKHEED MARTIN IMS CORPORATION,"606 S OLIVE ST, LOS ANGELES, CA 900141623",3/5/96,Lost,30,11,14,0,34.0475083,-118.2539433
IBT,"IPD MANUFACTURING, INC.","1309 SEPULVEDA BLVD, TORRANCE, CA 905015002",3/6/96,Lost,163,42,102,5,33.8150418,-118.2998195
IBT,"PARKING CONCEPTS, INC.","1141 E CARSON ST, CARSON, CA 907451653",3/7/96,Lost,20,7,10,2,33.8318464,-118.2533148
IUOE,RALPHS GROCERY COMPANY,"1100 W ARTESIA BLVD, COMPTON, CA 902205186",3/28/96,Lost,25,6,17,0,33.8725989,-118.2411499
AFTRA,"ESTRELLA COMMUNICATIONS, INC.-KVEA-TV","1139 GRAND CENTRAL AVE, GLENDALE, CA 912012423",3/28/96,Lost,15,7,7,0,34.160764,-118.2849113
CWA,TELEMUNDO ESTRELLA COMMUNITY,"1139 GRAND CENTRAL AVE, GLENDALE, CA 912012423",4/4/96,Won,60,26,22,3,34.160764,-118.2849113
IBT,PARK ONE,"6351 W CENTURY BLVD, LOS ANGELES, CA 900455358",4/5/96,Lost,86,24,45,4,33.9468583,-118.3979259
AFSCME,UNIVERSITY OF LOS ANGELES,"1155 W ARBOR VITAE ST, INGLEWOOD, CA 903012918",4/10/96,Lost,8,3,5,0,33.9529274,-118.375824
IBT,ALLADIN PLASTICS,"1415 W 178TH ST, GARDENA, CA 902483295",4/12/96,Lost,66,7,26,0,33.8698539,-118.3004989
